Day,ForecastedLogReturn
1,0.0008284054579268093
2,0.0008284054579268093
3,0.0008284054579268093
4,0.0008284054579268093
5,0.0008284054579268093
6,0.0008284054579268093
7,0.0008284054579268093
8,0.0008284054579268093
9,0.0008284054579268093
10,0.0008284054579268093
11,0.0008284054579268093
12,0.0008284054579268093
13,0.0008284054579268093
14,0.0008284054579268093
15,0.0008284054579268093
16,0.0008284054579268093
17,0.0008284054579268093
18,0.0008284054579268093
19,0.0008284054579268093
20,0.0008284054579268093
21,0.0008284054579268093
22,0.0008284054579268093
23,0.0008284054579268093
24,0.0008284054579268093
25,0.0008284054579268093
26,0.0008284054579268093
27,0.0008284054579268093
28,0.0008284054579268093
29,0.0008284054579268093
30,0.0008284054579268093
31,0.0008284054579268093
32,0.0008284054579268093
33,0.0008284054579268093
34,0.0008284054579268093
35,0.0008284054579268093
36,0.0008284054579268093
37,0.0008284054579268093
38,0.0008284054579268093
39,0.0008284054579268093
40,0.0008284054579268093
41,0.0008284054579268093
42,0.0008284054579268093
43,0.0008284054579268093
44,0.0008284054579268093
45,0.0008284054579268093
46,0.0008284054579268093
47,0.0008284054579268093
48,0.0008284054579268093
49,0.0008284054579268093
50,0.0008284054579268093
51,0.0008284054579268093
52,0.0008284054579268093
53,0.0008284054579268093
54,0.0008284054579268093
55,0.0008284054579268093
56,0.0008284054579268093
57,0.0008284054579268093
58,0.0008284054579268093
59,0.0008284054579268093
60,0.0008284054579268093
61,0.0008284054579268093
62,0.0008284054579268093
63,0.0008284054579268093
64,0.0008284054579268093
65,0.0008284054579268093
66,0.0008284054579268093
67,0.0008284054579268093
68,0.0008284054579268093
69,0.0008284054579268093
70,0.0008284054579268093
71,0.0008284054579268093
72,0.0008284054579268093
73,0.0008284054579268093
74,0.0008284054579268093
75,0.0008284054579268093
76,0.0008284054579268093
77,0.0008284054579268093
78,0.0008284054579268093
79,0.0008284054579268093
80,0.0008284054579268093
