Day,ForecastedLogReturn
1,-0.00040337325334709173
2,-0.00040337325334709173
3,-0.00040337325334709173
4,-0.00040337325334709173
5,-0.00040337325334709173
6,-0.00040337325334709173
7,-0.00040337325334709173
8,-0.00040337325334709173
9,-0.00040337325334709173
10,-0.00040337325334709173
11,-0.00040337325334709173
12,-0.00040337325334709173
13,-0.00040337325334709173
14,-0.00040337325334709173
15,-0.00040337325334709173
16,-0.00040337325334709173
17,-0.00040337325334709173
18,-0.00040337325334709173
19,-0.00040337325334709173
20,-0.00040337325334709173
21,-0.00040337325334709173
22,-0.00040337325334709173
23,-0.00040337325334709173
24,-0.00040337325334709173
25,-0.00040337325334709173
26,-0.00040337325334709173
27,-0.00040337325334709173
28,-0.00040337325334709173
29,-0.00040337325334709173
30,-0.00040337325334709173
31,-0.00040337325334709173
32,-0.00040337325334709173
33,-0.00040337325334709173
34,-0.00040337325334709173
35,-0.00040337325334709173
36,-0.00040337325334709173
37,-0.00040337325334709173
38,-0.00040337325334709173
39,-0.00040337325334709173
40,-0.00040337325334709173
41,-0.00040337325334709173
42,-0.00040337325334709173
43,-0.00040337325334709173
44,-0.00040337325334709173
45,-0.00040337325334709173
46,-0.00040337325334709173
47,-0.00040337325334709173
48,-0.00040337325334709173
49,-0.00040337325334709173
50,-0.00040337325334709173
51,-0.00040337325334709173
52,-0.00040337325334709173
53,-0.00040337325334709173
54,-0.00040337325334709173
55,-0.00040337325334709173
56,-0.00040337325334709173
57,-0.00040337325334709173
58,-0.00040337325334709173
59,-0.00040337325334709173
60,-0.00040337325334709173
61,-0.00040337325334709173
62,-0.00040337325334709173
63,-0.00040337325334709173
64,-0.00040337325334709173
65,-0.00040337325334709173
66,-0.00040337325334709173
67,-0.00040337325334709173
68,-0.00040337325334709173
69,-0.00040337325334709173
70,-0.00040337325334709173
71,-0.00040337325334709173
72,-0.00040337325334709173
73,-0.00040337325334709173
74,-0.00040337325334709173
75,-0.00040337325334709173
76,-0.00040337325334709173
77,-0.00040337325334709173
78,-0.00040337325334709173
79,-0.00040337325334709173
80,-0.00040337325334709173
