Day,ForecastedLogReturn
1,-0.0005482897068894968
2,-0.0005482897068894968
3,-0.0005482897068894968
4,-0.0005482897068894968
5,-0.0005482897068894968
6,-0.0005482897068894968
7,-0.0005482897068894968
8,-0.0005482897068894968
9,-0.0005482897068894968
10,-0.0005482897068894968
11,-0.0005482897068894968
12,-0.0005482897068894968
13,-0.0005482897068894968
14,-0.0005482897068894968
15,-0.0005482897068894968
16,-0.0005482897068894968
17,-0.0005482897068894968
18,-0.0005482897068894968
19,-0.0005482897068894968
20,-0.0005482897068894968
21,-0.0005482897068894968
22,-0.0005482897068894968
23,-0.0005482897068894968
24,-0.0005482897068894968
25,-0.0005482897068894968
26,-0.0005482897068894968
27,-0.0005482897068894968
28,-0.0005482897068894968
29,-0.0005482897068894968
30,-0.0005482897068894968
31,-0.0005482897068894968
32,-0.0005482897068894968
33,-0.0005482897068894968
34,-0.0005482897068894968
35,-0.0005482897068894968
36,-0.0005482897068894968
37,-0.0005482897068894968
38,-0.0005482897068894968
39,-0.0005482897068894968
40,-0.0005482897068894968
41,-0.0005482897068894968
42,-0.0005482897068894968
43,-0.0005482897068894968
44,-0.0005482897068894968
45,-0.0005482897068894968
46,-0.0005482897068894968
47,-0.0005482897068894968
48,-0.0005482897068894968
49,-0.0005482897068894968
50,-0.0005482897068894968
51,-0.0005482897068894968
52,-0.0005482897068894968
53,-0.0005482897068894968
54,-0.0005482897068894968
55,-0.0005482897068894968
56,-0.0005482897068894968
57,-0.0005482897068894968
58,-0.0005482897068894968
59,-0.0005482897068894968
60,-0.0005482897068894968
61,-0.0005482897068894968
62,-0.0005482897068894968
63,-0.0005482897068894968
64,-0.0005482897068894968
65,-0.0005482897068894968
66,-0.0005482897068894968
67,-0.0005482897068894968
68,-0.0005482897068894968
69,-0.0005482897068894968
70,-0.0005482897068894968
71,-0.0005482897068894968
72,-0.0005482897068894968
73,-0.0005482897068894968
74,-0.0005482897068894968
75,-0.0005482897068894968
76,-0.0005482897068894968
77,-0.0005482897068894968
78,-0.0005482897068894968
79,-0.0005482897068894968
80,-0.0005482897068894968
