Day,ForecastedLogReturn
1,-0.00015348875421858854
2,-0.00015348875421858854
3,-0.00015348875421858854
4,-0.00015348875421858854
5,-0.00015348875421858854
6,-0.00015348875421858854
7,-0.00015348875421858854
8,-0.00015348875421858854
9,-0.00015348875421858854
10,-0.00015348875421858854
11,-0.00015348875421858854
12,-0.00015348875421858854
13,-0.00015348875421858854
14,-0.00015348875421858854
15,-0.00015348875421858854
16,-0.00015348875421858854
17,-0.00015348875421858854
18,-0.00015348875421858854
19,-0.00015348875421858854
20,-0.00015348875421858854
21,-0.00015348875421858854
22,-0.00015348875421858854
23,-0.00015348875421858854
24,-0.00015348875421858854
25,-0.00015348875421858854
26,-0.00015348875421858854
27,-0.00015348875421858854
28,-0.00015348875421858854
29,-0.00015348875421858854
30,-0.00015348875421858854
31,-0.00015348875421858854
32,-0.00015348875421858854
33,-0.00015348875421858854
34,-0.00015348875421858854
35,-0.00015348875421858854
36,-0.00015348875421858854
37,-0.00015348875421858854
38,-0.00015348875421858854
39,-0.00015348875421858854
40,-0.00015348875421858854
41,-0.00015348875421858854
42,-0.00015348875421858854
43,-0.00015348875421858854
44,-0.00015348875421858854
45,-0.00015348875421858854
46,-0.00015348875421858854
47,-0.00015348875421858854
48,-0.00015348875421858854
49,-0.00015348875421858854
50,-0.00015348875421858854
51,-0.00015348875421858854
52,-0.00015348875421858854
53,-0.00015348875421858854
54,-0.00015348875421858854
55,-0.00015348875421858854
56,-0.00015348875421858854
57,-0.00015348875421858854
58,-0.00015348875421858854
59,-0.00015348875421858854
60,-0.00015348875421858854
61,-0.00015348875421858854
62,-0.00015348875421858854
63,-0.00015348875421858854
64,-0.00015348875421858854
65,-0.00015348875421858854
66,-0.00015348875421858854
67,-0.00015348875421858854
68,-0.00015348875421858854
69,-0.00015348875421858854
70,-0.00015348875421858854
71,-0.00015348875421858854
72,-0.00015348875421858854
73,-0.00015348875421858854
74,-0.00015348875421858854
75,-0.00015348875421858854
76,-0.00015348875421858854
77,-0.00015348875421858854
78,-0.00015348875421858854
79,-0.00015348875421858854
80,-0.00015348875421858854
