Day,ForecastedLogReturn
1,-0.001131948887860237
2,-0.001131948887860237
3,-0.001131948887860237
4,-0.001131948887860237
5,-0.001131948887860237
6,-0.001131948887860237
7,-0.001131948887860237
8,-0.001131948887860237
9,-0.001131948887860237
10,-0.001131948887860237
11,-0.001131948887860237
12,-0.001131948887860237
13,-0.001131948887860237
14,-0.001131948887860237
15,-0.001131948887860237
16,-0.001131948887860237
17,-0.001131948887860237
18,-0.001131948887860237
19,-0.001131948887860237
20,-0.001131948887860237
21,-0.001131948887860237
22,-0.001131948887860237
23,-0.001131948887860237
24,-0.001131948887860237
25,-0.001131948887860237
26,-0.001131948887860237
27,-0.001131948887860237
28,-0.001131948887860237
29,-0.001131948887860237
30,-0.001131948887860237
31,-0.001131948887860237
32,-0.001131948887860237
33,-0.001131948887860237
34,-0.001131948887860237
35,-0.001131948887860237
36,-0.001131948887860237
37,-0.001131948887860237
38,-0.001131948887860237
39,-0.001131948887860237
40,-0.001131948887860237
41,-0.001131948887860237
42,-0.001131948887860237
43,-0.001131948887860237
44,-0.001131948887860237
45,-0.001131948887860237
46,-0.001131948887860237
47,-0.001131948887860237
48,-0.001131948887860237
49,-0.001131948887860237
50,-0.001131948887860237
51,-0.001131948887860237
52,-0.001131948887860237
53,-0.001131948887860237
54,-0.001131948887860237
55,-0.001131948887860237
56,-0.001131948887860237
57,-0.001131948887860237
58,-0.001131948887860237
59,-0.001131948887860237
60,-0.001131948887860237
61,-0.001131948887860237
62,-0.001131948887860237
63,-0.001131948887860237
64,-0.001131948887860237
65,-0.001131948887860237
66,-0.001131948887860237
67,-0.001131948887860237
68,-0.001131948887860237
69,-0.001131948887860237
70,-0.001131948887860237
71,-0.001131948887860237
72,-0.001131948887860237
73,-0.001131948887860237
74,-0.001131948887860237
75,-0.001131948887860237
76,-0.001131948887860237
77,-0.001131948887860237
78,-0.001131948887860237
79,-0.001131948887860237
80,-0.001131948887860237
