Day,ForecastedLogReturn
1,-0.00011617251056387503
2,-0.00011617251056387503
3,-0.00011617251056387503
4,-0.00011617251056387503
5,-0.00011617251056387503
6,-0.00011617251056387503
7,-0.00011617251056387503
8,-0.00011617251056387503
9,-0.00011617251056387503
10,-0.00011617251056387503
11,-0.00011617251056387503
12,-0.00011617251056387503
13,-0.00011617251056387503
14,-0.00011617251056387503
15,-0.00011617251056387503
16,-0.00011617251056387503
17,-0.00011617251056387503
18,-0.00011617251056387503
19,-0.00011617251056387503
20,-0.00011617251056387503
21,-0.00011617251056387503
22,-0.00011617251056387503
23,-0.00011617251056387503
24,-0.00011617251056387503
25,-0.00011617251056387503
26,-0.00011617251056387503
27,-0.00011617251056387503
28,-0.00011617251056387503
29,-0.00011617251056387503
30,-0.00011617251056387503
31,-0.00011617251056387503
32,-0.00011617251056387503
33,-0.00011617251056387503
34,-0.00011617251056387503
35,-0.00011617251056387503
36,-0.00011617251056387503
37,-0.00011617251056387503
38,-0.00011617251056387503
39,-0.00011617251056387503
40,-0.00011617251056387503
41,-0.00011617251056387503
42,-0.00011617251056387503
43,-0.00011617251056387503
44,-0.00011617251056387503
45,-0.00011617251056387503
46,-0.00011617251056387503
47,-0.00011617251056387503
48,-0.00011617251056387503
49,-0.00011617251056387503
50,-0.00011617251056387503
51,-0.00011617251056387503
52,-0.00011617251056387503
53,-0.00011617251056387503
54,-0.00011617251056387503
55,-0.00011617251056387503
56,-0.00011617251056387503
57,-0.00011617251056387503
58,-0.00011617251056387503
59,-0.00011617251056387503
60,-0.00011617251056387503
61,-0.00011617251056387503
62,-0.00011617251056387503
63,-0.00011617251056387503
64,-0.00011617251056387503
65,-0.00011617251056387503
66,-0.00011617251056387503
67,-0.00011617251056387503
68,-0.00011617251056387503
69,-0.00011617251056387503
70,-0.00011617251056387503
71,-0.00011617251056387503
72,-0.00011617251056387503
73,-0.00011617251056387503
74,-0.00011617251056387503
75,-0.00011617251056387503
76,-0.00011617251056387503
77,-0.00011617251056387503
78,-0.00011617251056387503
79,-0.00011617251056387503
80,-0.00011617251056387503
